lens_id,doc_key,residence,extracted_name,extracted_address,nimi,id
162-739-973-303-922,MY_161785_A_20170515,US,ALBEMARLE CORP,,ALBEMARLE CORP,
163-430-750-718-910,KR_101780720_B1_20170921,,플루오르케미 게엠베하 프랑크푸르트,,플루오르케미 게엠베하 프랑크푸르트,
164-593-517-994-778,CN_113816708_A_20211221,,BEIKE YUNHONG ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,,BEIKE YUNHONG ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,
165-522-532-098-46X,CN_108117369_A_20180605,,LINQUAN WENXIAN BUILDING MAT CO LTD,,LINQUAN WENXIAN BUILDING MAT CO LTD,
165-564-735-903-41X,CN_114105564_B_20221111,,桂林理工大学,,桂林理工大学,
165-583-700-030-536,CN_107721339_A_20180223,,FUJIAN RUNTU ENGINEERING TECH CO LTD,,FUJIAN RUNTU ENGINEERING TECH CO LTD,
165-780-572-840-632,CN_106986604_A_20170728,,XIANYANG RES & DESIGN INSTITUTE OF CERAMICS,,XIANYANG RES & DESIGN INSTITUTE OF CERAMICS,
165-858-511-672-951,CN_106082887_A_20161109,,MAANSHAN JINHAN WATERPROOF INSULATION ENG CO LTD,,MAANSHAN JINHAN WATERPROOF INSULATION ENG CO LTD,
166-473-853-464-940,JP_2018538128_A_20181227,,フルオシュミ ゲーエムベーハー フランクフルト,,フルオシュミ ゲーエムベーハー フランクフルト,
166-985-030-156-874,CA_2798730_A1_20131229,JP,NICHIHA KK,,NICHIHA KK,
167-488-021-098-800,CN_113429145_A_20210924,,UNIV GUIZHOU,,UNIV GUIZHOU,
167-488-021-098-800,CN_113429145_A_20210924,,GUIZHOU YUKUN TECH GROUP CO LTD,,GUIZHOU YUKUN TECH GROUP CO LTD,
167-834-630-346-661,TW_201829349_A_20180816,JP,TOSHIBA KK,,TOSHIBA KK,
167-834-630-346-661,TW_201829349_A_20180816,JP,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,
168-098-001-765-496,KR_101895804_B1_20180907,KR,DONGSEO LP CO,,DONGSEO LP CO,
169-507-474-991-662,EP_3573931_A1_20191204,DE,TARTECH ECO IND AG,,TARTECH ECO IND AG,
170-587-583-333-536,CN_111377632_A_20200707,,WUHAN INST TECHNOLOGY,,WUHAN INST TECHNOLOGY,
172-667-818-216-135,ES_2663683_T3_20180416,DE,LANXESS DEUTSCHLAND GMBH,,LANXESS DEUTSCHLAND GMBH,
172-696-638-467-01X,RU_2015135251_A_20170303,,ФЛУОРХЕМИ ГмбХ ФРАНКФУРТ,,ФЛУОРХЕМИ ГмбХ ФРАНКФУРТ,
173-406-909-968-931,US_20130207036_A1_20130815,DE,KIND HANS-JOACHIM,,KIND HANS-JOACHIM,
173-406-909-968-931,US_20130207036_A1_20130815,DE,PALM ALBRECHT,,PALM ALBRECHT,
173-406-909-968-931,US_20130207036_A1_20130815,DE,WESTPHAL MARTIN,,WESTPHAL MARTIN,
173-406-909-968-931,US_20130207036_A1_20130815,DE,K & S KALI GMBH,,K & S KALI GMBH,
173-561-841-402-543,KR_20150037175_A_20150408,,유한회사 홍주,,유한회사 홍주,
173-793-922-514-267,BR_112018005759_B1_20210629,FR,PAUL POGGI,,PAUL POGGI,
174-274-323-422-709,CN_114920538_A_20220819,,UNIV SHANDONG,,UNIV SHANDONG,
174-274-323-422-709,CN_114920538_A_20220819,,SHANDONG HI SPEED GROUP CO LTD,,SHANDONG HI SPEED GROUP CO LTD,
174-504-156-616-856,CN_109020326_B_20210813,,重庆聚威节能建材有限公司,,重庆聚威节能建材有限公司,
174-590-884-661-130,CA_3175309_A1_20230509,CH,OMYA INT AG,,OMYA INT AG,
174-626-296-401-203,CN_115215597_A_20221021,,UNIV TONGJI,,UNIV TONGJI,
174-626-296-401-203,CN_115215597_A_20221021,,CHINA CONSTR 5TH ENG DIVISION,,CHINA CONSTR 5TH ENG DIVISION,
174-985-266-522-850,KR_101828237_B1_20180213,,니치하 가부시키가이샤,,니치하 가부시키가이샤,
175-086-143-899-823,CN_113773022_A_20211210,,MING YANG SMART ENERGY GROUP CO LTD,,MING YANG SMART ENERGY GROUP CO LTD,
175-191-117-402-582,UA_123678_C2_20210512,DE,FLOURCHEMIE GMBH FRANKFURT,,FLOURCHEMIE GMBH FRANKFURT,
175-260-130-436-580,AU_2015380502_B2_20181004,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
176-343-573-898-952,KR_102159210_B1_20200924,KR,LOTUS GEO INC,,LOTUS GEO INC,
176-343-573-898-952,KR_102159210_B1_20200924,KR,HAPDONG CONSTRUCTION CO LTD,,HAPDONG CONSTRUCTION CO LTD,
176-823-805-421-858,CN_115536331_A_20221230,,QINGYUAN JINYUN RENEWABLE RESOURCES CO LTD,,QINGYUAN JINYUN RENEWABLE RESOURCES CO LTD,
176-823-805-421-858,CN_115536331_A_20221230,,UNIV CHANGSHA SCIENCE & TECH,,UNIV CHANGSHA SCIENCE & TECH,
177-088-168-629-696,CN_113582647_A_20211102,,CHONGQING BAOCHI RECYCLING RESOURCES CO LTD,,CHONGQING BAOCHI RECYCLING RESOURCES CO LTD,
177-122-206-554-83X,KR_101506251_B1_20150326,KR,HWANG JEONG SOON,,HWANG JEONG SOON,
177-122-206-554-83X,KR_101506251_B1_20150326,KR,JIN SUNG YONG,,JIN SUNG YONG,
177-148-982-182-659,CN_113651588_A_20211116,,HUNAN RES ACADEMY OF ENVIRONMENTAL SCIENCES,,HUNAN RES ACADEMY OF ENVIRONMENTAL SCIENCES,
177-264-087-116-709,ES_2388864_B1_20130909,ES,UNIV HUELVA,,UNIV HUELVA,
177-264-087-116-709,ES_2388864_B1_20130909,ES,CT INVESTIG ENERGETICAS CIEMAT,,CT INVESTIG ENERGETICAS CIEMAT,
177-264-087-116-709,ES_2388864_B1_20130909,ES,CONSEJO SUPERIOR INVESTIGACION,,CONSEJO SUPERIOR INVESTIGACION,
177-318-496-569-689,KR_20210099711_A_20210813,KR,UNIV WOOSUK,,UNIV WOOSUK,
178-027-678-723-487,US_20190389770_A1_20191226,JP,TOSHIBA KK,,TOSHIBA KK,
178-027-678-723-487,US_20190389770_A1_20191226,JP,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,
178-610-128-645-929,AU_2015323635_B2_20200507,MT,BLACK ASBESTOS LTD,,BLACK ASBESTOS LTD,
179-365-591-573-859,CN_111233374_B_20201229,,河北安恕朗晴环保设备有限公司,,河北安恕朗晴环保设备有限公司,
179-365-591-573-859,CN_111233374_B_20201229,,河北工业大学,,河北工业大学,
179-919-229-640-678,CN_114772966_A_20220722,,ZHU NA,,ZHU NA,
180-657-986-427-434,KR_20150071167_A_20150626,KR,KIM DONG KYUNG,,KIM DONG KYUNG,
180-944-381-856-350,CN_107352864_A_20171117,,SHENZHEN LYUZHI NEW BUILDING MAT INSTITUTE CO LTD,,SHENZHEN LYUZHI NEW BUILDING MAT INSTITUTE CO LTD,
182-335-329-056-902,JP_6857120_B2_20210414,,クリスピークリート，リミテッド ライアビリティ カンパニーＣＲＩＳＰＹＣＲＥＴＥ， ＬＬＣ,,クリスピークリート，リミテッド ライアビリティ カンパニーＣＲＩＳＰＹＣＲＥＴＥ， ＬＬＣ,
182-688-835-999-093,PL_2526073_T3_20160930,,,,,
183-743-041-122-594,AU_2020288860_A1_20220210,FI,BETOLAR OY,,BETOLAR OY,
184-035-439-496-667,AU_2015302412_B2_20200227,NL,IHC HOLLAND IE BV,,IHC HOLLAND IE BV,
184-172-741-067-514,WO_2022124530_A1_20220616,KR,KC CORP,,KC CORP,
184-692-133-088-804,CN_113185166_A_20210730,,CENTRAL SOUTHERN CHINA ELECTRIC POWER DESIGN INST CO LTD OF CHINA POWER ENG CONSULTING GROUP,,CENTRAL SOUTHERN CHINA ELECTRIC POWER DESIGN INST CO LTD OF CHINA POWER ENG CONSULTING GROUP,
184-772-997-152-164,JP_2017013061_A_20170119,,ALBEMARLE CORP,,ALBEMARLE CORP,
184-837-829-183-660,KR_101988332_B1_20190612,KR,LEE YOUNG SUN,,LEE YOUNG SUN,
184-859-182-043-17X,CN_113213868_A_20210806,,UNIV BEIJING SCIENCE & TECH,,UNIV BEIJING SCIENCE & TECH,
184-859-182-043-17X,CN_113213868_A_20210806,,HEBEI IRON & STEEL GROUP MINING CO LTD,,HEBEI IRON & STEEL GROUP MINING CO LTD,
184-859-182-043-17X,CN_113213868_A_20210806,,BGRIMM TECH GROUP CO LTD,,BGRIMM TECH GROUP CO LTD,
184-963-640-558-593,US_20160168445_A1_20160616,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
185-827-391-048-903,KR_101366295_B1_20140221,,,,,
186-640-578-883-964,KR_101964794_B1_20190402,KR,UNIV WOOSUK,,UNIV WOOSUK,
187-682-413-855-684,SI_26039_A_20220228,SI,ZAVOD ZA GRADBENISTVO SLOVENIJE,,ZAVOD ZA GRADBENISTVO SLOVENIJE,
188-528-487-853-690,KR_20130128559_A_20131127,KR,KOREA INST CONSTRUCTION TECH,,KOREA INST CONSTRUCTION TECH,
188-819-248-131-666,IL_284954_A_20210930,IL,ARIEL SCIENT INNOVATIONS LTD,Kiryat Hamada POB 3 Ariel ARI'EL 4070000 IL,ARIEL SCIENT INNOVATIONS LTD,
188-819-248-131-666,IL_284954_A_20210930,,COHEN HAIM,,COHEN HAIM,
188-819-248-131-666,IL_284954_A_20210930,,KNOP YANIV,,KNOP YANIV,
188-819-248-131-666,IL_284954_A_20210930,,ANKER YAAKOV,,ANKER YAAKOV,
189-463-796-199-700,CN_114988656_A_20220902,,CHINA FIRST METALLURGICAL GROUP CO LTD,,CHINA FIRST METALLURGICAL GROUP CO LTD,
189-799-132-453-63X,GB_2543998_B_20201125,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
190-648-279-147-829,KR_101402856_B1_20140603,,,,,
190-767-482-211-664,BR_102019021797_A2_20210427,BR,INST FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA,,INST FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA,
190-767-482-211-664,BR_102019021797_A2_20210427,BR,UNIV FEDERAL PARA,,UNIV FEDERAL PARA,
191-140-618-984-103,US_20230057162_A1_20230223,US,GEN ELECTRIC,,GEN ELECTRIC,
191-228-067-268-923,CN_106186993_A_20161207,,UNIV CHONGQING SCI & TECH,,UNIV CHONGQING SCI & TECH,
191-228-067-268-923,CN_106186993_A_20161207,,XINJIANG TRANSP CONSTRUCTION MUNICIPAL ENG CO LTD,,XINJIANG TRANSP CONSTRUCTION MUNICIPAL ENG CO LTD,
192-571-781-750-586,WO_2014114283_A2_20140731,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
192-573-219-398-940,CN_110981365_A_20200410,,SHANDONG YILU JIANTONG ENVIRONMENTAL PROTECTION NEW TECH CO LTD,,SHANDONG YILU JIANTONG ENVIRONMENTAL PROTECTION NEW TECH CO LTD,
192-624-041-526-681,ES_2647977_A1_20171227,ES,UNIV CORUNA,,UNIV CORUNA,
192-624-041-526-681,ES_2647977_A1_20171227,ES,EXTRACO S A,,EXTRACO S A,
192-624-041-526-681,ES_2647977_A1_20171227,ES,GALAICONTROL S L,,GALAICONTROL S L,
192-624-041-526-681,ES_2647977_A1_20171227,ES,SERUMANO S L,,SERUMANO S L,
192-935-395-882-913,CN_109369048_B_20191029,,,,,
193-151-169-741-857,US_10632646_B2_20200428,NL,IHC HOLLAND IE BV,,IHC HOLLAND IE BV,
194-201-034-161-205,KR_101988942_B1_20190613,KR,JANG JUN WEON,,JANG JUN WEON,
194-313-818-554-118,CN_113336516_A_20210903,,UNIV INNER MONGOLIA TECHNOLOGY,,UNIV INNER MONGOLIA TECHNOLOGY,
195-220-960-332-43X,US_11325861_B1_20220510,CN,UNIV NORTHEASTERN,,UNIV NORTHEASTERN,
195-393-714-568-581,CN_105645992_B_20180814,,济南大学,,济南大学,
195-905-250-271-427,RU_2665324_C1_20180829,RU,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA DALNEVOSTOCH,,FEDERALNOE GOSUDARSTVENNOE AVTONOMNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA DALNEVOSTOCH,
196-151-413-453-961,CN_113511870_B_20230103,,山东大学,,山东大学,
196-151-413-453-961,CN_113511870_B_20230103,,山东高速集团有限公司,,山东高速集团有限公司,
196-151-413-453-961,CN_113511870_B_20230103,,山东高速集团有限公司创新研究院,,山东高速集团有限公司创新研究院,
197-154-874-717-43X,CN_106116416_A_20161116,,SHANGHAI RES INST OF BUILDING SCIENCES (GROUP) CO LTD,,SHANGHAI RES INST OF BUILDING SCIENCES (GROUP) CO LTD,
197-157-785-158-852,KR_102221632_B1_20210226,KR,SUN MYOUNG HAN,,SUN MYOUNG HAN,
199-529-009-397-962,EP_2576092_B1_20201007,DE,K S MINERALS AND AGRICULTURE GMBH,,K S MINERALS AND AGRICULTURE GMBH,
199-826-801-508-209,CN_110385187_A_20191029,,LUAN JIANGXIN INFORMATION TECH CO LTD,,LUAN JIANGXIN INFORMATION TECH CO LTD,
000-000-493-681-086,CN_109225557_B_20210305,,重庆聚威节能建材有限公司,,重庆聚威节能建材有限公司,
001-130-368-852-298,CN_111592260_A_20200828,,UNIV BEIJING SCIENCE & TECH,,UNIV BEIJING SCIENCE & TECH,
001-130-368-852-298,CN_111592260_A_20200828,,ZHONGXUNXINKE ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,,ZHONGXUNXINKE ENVIRONMENTAL PROTECTION TECH BEIJING CO LTD,
001-450-944-548-706,CN_114907087_A_20220816,,UNIV ANHUI TECHNOLOGY,,UNIV ANHUI TECHNOLOGY,
001-763-430-622-62X,RU_2721561_C1_20200520,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA CHELYABINSK,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA CHELYABINSK,
002-554-470-814-955,CN_108373215_B_20200714,,中国有色集团(广西)平桂飞碟股份有限公司,,中国有色集团(广西)平桂飞碟股份有限公司,
003-126-279-931-040,CN_115231888_A_20221025,,UNIV SHANXI,,UNIV SHANXI,
003-482-041-074-756,CN_107352928_A_20171117,,UNIV TAIYUAN TECHNOLOGY,,UNIV TAIYUAN TECHNOLOGY,
003-949-013-314-624,US_20170253526_A1_20170907,CN,UNIV SOUTH CHINA TECH,,UNIV SOUTH CHINA TECH,
004-051-337-938-367,CN_114620960_A_20220614,,LUOYANG JIANJIANG BUILDING MATERIAL TECH CO LTD,,LUOYANG JIANJIANG BUILDING MATERIAL TECH CO LTD,
004-344-007-165-831,CN_115448659_B_20230530,,湖北工业大学,,湖北工业大学,
004-407-230-802-640,CN_105873644_B_20210309,,环球生态工艺服务有限公司,,环球生态工艺服务有限公司,
004-502-533-358-984,CN_115366223_A_20221122,,CHINA TIAN YING INC,,CHINA TIAN YING INC,
004-502-533-358-984,CN_115366223_A_20221122,,JIANGSU TIANYING ENVIRONMENTAL PROT ENERGY COMPLETE EQUIPMENT CO LTD,,JIANGSU TIANYING ENVIRONMENTAL PROT ENERGY COMPLETE EQUIPMENT CO LTD,
004-553-744-591-874,KR_20220004838_A_20220112,KR,NAT UNIV KONGJU IND UNIV COOP FOUND,,NAT UNIV KONGJU IND UNIV COOP FOUND,
004-909-204-014-421,CN_115159900_A_20221011,,UNIV HUBEI TECHNOLOGY,,UNIV HUBEI TECHNOLOGY,
005-236-779-230-144,CA_3052715_C_20211207,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
005-535-339-809-574,MX_2015009424_A_20160304,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
005-605-698-754-641,KR_101712916_B1_20170307,KR,KOREA HIGHWAY AIRPORT TECHNLOGY,,KOREA HIGHWAY AIRPORT TECHNLOGY,
005-608-013-584-939,CN_106587695_A_20170426,,UNIV HUBEI TECHNOLOGY,,UNIV HUBEI TECHNOLOGY,
005-741-306-477-347,KR_20190063023_A_20190607,KR,KIM TAC YOUNG,,KIM TAC YOUNG,
006-385-046-893-990,BR_112021009551_A2_20210817,AU,CANASIA AUSTRALIA PTY LTD,,CANASIA AUSTRALIA PTY LTD,
006-534-039-519-817,CN_111995276_B_20211102,,昆明理工大学,,昆明理工大学,
007-296-793-369-81X,BR_102018013623_A2_20200114,BR,JOAO CHIABI DUARTE,,JOAO CHIABI DUARTE,
007-876-286-140-165,KR_101982480_B1_20190527,,이세린,,이세린,
007-876-286-140-165,KR_101982480_B1_20190527,,김말숙,,김말숙,
008-063-072-361-040,CN_114096345_A_20220225,,BETOLAR OY,,BETOLAR OY,
008-662-035-200-402,CN_113213886_A_20210806,,UNIV NORTH CHINA,,UNIV NORTH CHINA,
008-687-074-229-700,CN_107857546_B_20201222,,北新集团建材股份有限公司,,北新集团建材股份有限公司,
008-771-440-018-869,CN_108290186_B_20210730,,P·颇纪,,P·颇纪,
009-034-360-084-547,CN_108083702_A_20180529,,XINCHANG LONGHAO BEARING CO LTD,,XINCHANG LONGHAO BEARING CO LTD,
009-095-203-067-38X,US_20170232638_A1_20170817,NL,IHC HOLLAND IE BV,,IHC HOLLAND IE BV,
009-231-414-516-353,CN_102834364_B_20160316,,,,,
009-586-503-680-115,CN_114643271_A_20220621,,PEARL HAI GUANGLONG NEW MATERIAL TECH CO LTD,,PEARL HAI GUANGLONG NEW MATERIAL TECH CO LTD,
010-950-709-672-720,AR_085466_A1_20131002,US,ALBEMARLE CORP,,ALBEMARLE CORP,
011-782-438-724-598,LU_93166_B1_20180328,CH,GLOBAL TELE MARKETING GTM SA,,GLOBAL TELE MARKETING GTM SA,
011-782-438-724-598,LU_93166_B1_20180328,FR,STENGEL PATRICE,,STENGEL PATRICE,
011-844-708-482-471,CN_114685101_A_20220701,,YUNYANG BADING NOVEL BUILDING MAT CO LTD,,YUNYANG BADING NOVEL BUILDING MAT CO LTD,
012-250-283-663-450,CN_114560673_A_20220531,,SOUTH CHINA ENVIRONMENTAL SCIENCE RES INSTITUTE OF MINISTRY OF ECOLOGICAL ENVIRONMENT,,SOUTH CHINA ENVIRONMENTAL SCIENCE RES INSTITUTE OF MINISTRY OF ECOLOGICAL ENVIRONMENT,
012-250-283-663-450,CN_114560673_A_20220531,,GUANGZHOU INDUSTRIAL CONTROL ENVIRONMENTAL PROTECTION SCIENCE AND TECH LIMITED COMPANY,,GUANGZHOU INDUSTRIAL CONTROL ENVIRONMENTAL PROTECTION SCIENCE AND TECH LIMITED COMPANY,
012-877-604-360-282,IN_309MUN2013_A_20150529,KR,SAMSUNG C&T CORP,(Seocho dong) 14 Seocho daero 74 gil Seocho gu Seoul 137 956 Republic of Korea,SAMSUNG C&T CORP,
013-102-161-964-951,CN_106167362_B_20190118,,华南理工大学,,华南理工大学,
013-582-508-299-053,EP_3578533_A1_20191211,JP,TOSHIBA KK,,TOSHIBA KK,
013-582-508-299-053,EP_3578533_A1_20191211,JP,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,,TOSHIBA ENERGY SYSTEMS & SOLUTIONS CORP,
013-589-734-715-563,KR_101273006_B1_20130610,,,,,
014-166-359-116-375,CN_115028382_A_20220909,,FUJIAN SOUTH HIGHWAY MACH CO,,FUJIAN SOUTH HIGHWAY MACH CO,
014-630-548-450-053,US_20180256930_A1_20180913,CH,POGGI PAUL,,POGGI PAUL,
015-698-686-598-715,BR_112018016047_B1_20221004,DE,FLUORCHEMIE GMBH FRANKFURT,,FLUORCHEMIE GMBH FRANKFURT,
016-946-205-126-247,CN_114230299_B_20221216,,湖北工业大学,,湖北工业大学,
018-440-407-074-494,KR_20190030908_A_20190325,KR,TAECHANG IND,,TAECHANG IND,
018-803-487-072-236,KR_101296399_B1_20130814,KR,SAMHYUN CO LTD,,SAMHYUN CO LTD,
018-984-891-012-951,WO_2019054594_A1_20190321,KR,LEE SANG UK,,LEE SANG UK,
018-984-891-012-951,WO_2019054594_A1_20190321,KR,JEON IL RANG,,JEON IL RANG,
018-984-891-012-951,WO_2019054594_A1_20190321,KR,BAE JIN HYEONG,,BAE JIN HYEONG,
019-310-045-857-133,US_11370707_B1_20220628,CN,UNIV TONGJI,,UNIV TONGJI,
019-471-027-253-958,KR_101545635_B1_20150819,,주식회사 휴리스,,주식회사 휴리스,
019-471-027-253-958,KR_101545635_B1_20150819,,남기철,,남기철,
019-581-507-267-758,RU_2736254_C1_20201112,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA VLADIMIRSKI,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA VLADIMIRSKI,
020-040-697-316-373,KR_101602620_B1_20160311,KR,UNIV KYONGGI IND & ACAD COOP FOUND,,UNIV KYONGGI IND & ACAD COOP FOUND,
020-092-541-458-273,WO_2016108245_A1_20160707,IN,KANDHARI HARISH,,KANDHARI HARISH,
020-163-778-080-606,US_20170101341_A1_20170413,DE,INFINEON TECHNOLOGIES AG,,INFINEON TECHNOLOGIES AG,
020-218-216-717-690,CN_113979714_A_20220128,,SHANGHAI URBAN CONSTR DESIGN RES INST GROUP CO LTD,,SHANGHAI URBAN CONSTR DESIGN RES INST GROUP CO LTD,
020-218-216-717-690,CN_113979714_A_20220128,,SHANGHAI HAIGU NEW MATERIAL TECH CO LTD,,SHANGHAI HAIGU NEW MATERIAL TECH CO LTD,
020-846-495-564-152,CN_113880539_A_20220104,,GUIZHOU INST TECH,,GUIZHOU INST TECH,
020-943-739-683-84X,IL_258221_A_20180531,,POGGI PAUL,,POGGI PAUL,
021-006-422-444-509,CN_108609980_A_20181002,,QINHUANGDAO QINGFEN KEJIAN ENVIRONMENTAL PROTECTION TECH CO LTD,,QINHUANGDAO QINGFEN KEJIAN ENVIRONMENTAL PROTECTION TECH CO LTD,
021-018-842-261-993,KR_20200125141_A_20201104,KR,UNIV WONKWANG CT IND ACAD COOP,,UNIV WONKWANG CT IND ACAD COOP,
021-018-842-261-993,KR_20200125141_A_20201104,KR,BALHAE,,BALHAE,
021-018-842-261-993,KR_20200125141_A_20201104,KR,MAN HUN CO LTD,,MAN HUN CO LTD,
021-018-842-261-993,KR_20200125141_A_20201104,KR,SHINSUNG CONSTRUCTION CO LTD,,SHINSUNG CONSTRUCTION CO LTD,
021-532-995-850-424,CN_107265941_A_20171020,,HEFEI XUELIXIN AGRICULTURE TECH CO LTD,,HEFEI XUELIXIN AGRICULTURE TECH CO LTD,
021-921-367-326-049,CN_111018422_A_20200417,,UNIV CHINA MINING & TECHNOLOGY BEIJING,,UNIV CHINA MINING & TECHNOLOGY BEIJING,
023-028-517-129-026,RU_2718443_C1_20200406,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA NATSIONALNY,
023-115-257-738-778,US_20180265405_A1_20180920,CA,UNIV WESTERN ONTARIO,,UNIV WESTERN ONTARIO,
023-189-711-531-155,EP_3352920_A1_20180801,CH,POGGI PAUL,,POGGI PAUL,
023-504-373-081-477,EP_3083089_B1_20170913,CH,POGGI PAUL,,POGGI PAUL,
023-795-105-921-903,CN_113121155_A_20210716,,XINHUASHENG ENERGY SAVING TECH CO LTD,,XINHUASHENG ENERGY SAVING TECH CO LTD,
023-826-785-118-960,KR_20210150662_A_20211213,KR,KNU INDUSTRY COOPERATION FOUND,,KNU INDUSTRY COOPERATION FOUND,
024-055-299-452-182,RU_2708779_C1_20191211,RU,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SANKT PETER,,FEDERALNOE GOSUDARSTVENNOE BYUDZHETNOE OBRAZOVATELNOE UCHREZHDENIE VYSSHEGO OBRAZOVANIYA SANKT PETER,
024-972-113-182-187,KR_20130122163_A_20131107,KR,CMD GROUP CO LTD,,CMD GROUP CO LTD,
026-134-662-683-128,CN_106927656_A_20170707,,LIANYUNGANG YISHANGJING WATER CO LTD,,LIANYUNGANG YISHANGJING WATER CO LTD,
026-490-210-021-546,WO_2014099459_A1_20140626,US,DU PONT,,DU PONT,
026-530-120-717-666,MX_2017008667_A_20171011,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
027-142-393-420-624,CN_111393097_B_20210413,,北京科技大学,,北京科技大学,
028-020-455-903-930,CN_107793082_A_20180313,,HENAN BUILDING MATERIALS RES AND DESIGN INSTITUTE CO LTD,,HENAN BUILDING MATERIALS RES AND DESIGN INSTITUTE CO LTD,
028-395-626-473-607,US_20210053875_A1_20210225,IN,COUNCIL SCIENT IND RES,,COUNCIL SCIENT IND RES,
028-902-567-674-92X,WO_2021165988_A1_20210826,IN,COUNCIL OF SCIENT AND INDUSTRIAL RESEARCH AN INDIAN REGISTERED BODY INCORPORATED UNDER THE REGN OF S,,COUNCIL OF SCIENT AND INDUSTRIAL RESEARCH AN INDIAN REGISTERED BODY INCORPORATED UNDER THE REGN OF S,
029-076-751-121-190,CN_114716223_B_20230331,,湖北工业大学,,湖北工业大学,
029-234-864-716-474,AU_2017300723_A1_20190207,PL,SYNTHOS SA,,SYNTHOS SA,
030-899-567-962-726,KR_101312341_B1_20130927,,,,,
031-467-403-591-022,CN_111978016_A_20201124,,SHANGHAI CEO ENVIRONMENTAL PROTECTION TECH CO LTD,,SHANGHAI CEO ENVIRONMENTAL PROTECTION TECH CO LTD,
031-848-623-525-472,KR_102493674_B1_20230207,,주식회사 남평산업,,주식회사 남평산업,
031-848-623-525-472,KR_102493674_B1_20230207,,구현철,,구현철,
031-938-392-748-271,CN_107010901_A_20170804,,UNIV SHANGLUO,,UNIV SHANGLUO,
032-992-663-441-487,CN_113365962_B_20220826,,薪传科技股份有限公司,,薪传科技股份有限公司,
033-208-746-037-732,CA_2958831_A1_20160506,US,HALLIBURTON ENERGY SERVICES INC,,HALLIBURTON ENERGY SERVICES INC,
033-231-437-413-023,JP_2018122585_A_20180809,,TOSHIBA CORP,,TOSHIBA CORP,
033-231-437-413-023,JP_2018122585_A_20180809,,TOSHIBA ENERGY SYSTEM & SOLUTION CORP,,TOSHIBA ENERGY SYSTEM & SOLUTION CORP,
034-186-426-801-959,KR_20190135091_A_20191206,KR,LEE YOUNG SUN,,LEE YOUNG SUN,
035-548-660-896-820,CN_106475397_A_20170308,,UNIV XIAN SCI & TECHNOLOGY,,UNIV XIAN SCI & TECHNOLOGY,
036-222-284-417-027,CN_106747161_A_20170531,,BAO ZONGYI,,BAO ZONGYI,
036-573-594-889-286,CN_107129243_A_20170905,,UNIV SOUTHEAST,,UNIV SOUTHEAST,
036-690-796-100-987,KR_101653564_B1_20160902,,주식회사 휴리스,,주식회사 휴리스,
036-901-624-077-888,CN_112159185_A_20210101,,YANCHENG INST TECH,,YANCHENG INST TECH,
037-048-813-808-556,CN_112341027_A_20210209,,DING YI,,DING YI,
